case_id,citation,citation_style,year,court_or_series,number,volume,first_page,corpus_citation_count,parties,jade_href,parallel_citation,parallel_case_id,chunk_ref,page_ref,part_id,part_title,page_title,heading_path,chunk_ordinal,char_offset,occurrences_in_chunk,url,context
CASE/1937/HCA/38,[1937] HCA 38,neutral,1937,HCA,38,,,1,,,,,TMM/Part29/9/9/7,TMM/Part29/9,Part29,Part 29 Section 43 - Trade Marks likely to Deceive or Cause Confusion,29.9. Geographical references,Part 29 Section 43 - Trade Marks likely to Deceive or Cause Confusion > 29.9. Geographical references > 9.7 Implied endorsement or licensing,12,1297,1,https://manuals.ipaustralia.gov.au/trademark/10.-geographical-references,"propriate for consideration during the opposition stage. See the following decisions for further detail: Radio Corporation Pty Ltd v Disney [1937] HCA 38 (""Mickey Mouse case""); Amalgamated Television Services Pty Ltd v Clissold [2000] ATMO 14 (Home and Away); Amalagamated Television Services "
CASE/1937/HCA/51,[1937] HCA 51,neutral,1937,HCA,51,,,2,,,,,TMM/Part26/6/6/5~1,TMM/Part26/6,Part26,Part 26 Section 44 and Regulation 4.15A - Conflict with Other Signs,26.6. Factors to consider when comparing trade marks,Part 26 Section 44 and Regulation 4.15A - Conflict with Other Signs > 26.6. Factors to consider when comparing trade marks > 6.5 Reputation or notoriety of a mark,10,1477,1,https://manuals.ipaustralia.gov.au/trademark/6.-factors-to-consider-when-comparing-trade-marks,"uiry for assessment of deceptive similarity (being the one provided by the High Court in Australian Woollen Mills Ltd v F S Walton & Co Ltd [1937] HCA 51). As such, while the decision in Protox was made in the context of s 120, the reasoning is applicable to s 44. Previously, the Federal Cour"
CASE/1937/HCA/51,[1937] HCA 51,neutral,1937,HCA,51,,,2,,,,,TMM/Part26/6/6/9,TMM/Part26/6,Part26,Part 26 Section 44 and Regulation 4.15A - Conflict with Other Signs,26.6. Factors to consider when comparing trade marks,Part 26 Section 44 and Regulation 4.15A - Conflict with Other Signs > 26.6. Factors to consider when comparing trade marks > 6.9 Type of customer,20,276,1,https://manuals.ipaustralia.gov.au/trademark/6.-factors-to-consider-when-comparing-trade-marks," stupid people, fools or idiots would be deceived”. A similar observation was made in Australian Woollen Mills Ltd v F. S. Walton & Co Ltd, [1937] HCA 51 at 658, where Dixon and McTiernan JJ said The usual manner in which ordinary people behave must be the test of what confusion or deception "
CASE/1938/RPC/55/253,(1938) 55 RPC 253,reported,1938,RPC,,55,253,1,,,,,TMM/Part22/15/15/1~1,TMM/Part22/15,Part22,Part 22 Section 41 - Capable of Distinguishing,22.15. Geographical names,Part 22 Section 41 - Capable of Distinguishing > 22.15. Geographical names > 15.1 Is a geographical name always the ordinary signification of a sign?,2,997,1,https://manuals.ipaustralia.gov.au/trademark/15.-geographical-names,"h as ""North Pole"" in connexion with bananas: A. Bailey &Co. Ltd. v. Clark, Son &Morland Ltd. (the Glastonbury Case (1938) AC 557, at p 562; (1938) 55 RPC 253, at p 257) (see also the Livron Case (1937) 54 RPC 327, at p 339) … The above passage provides that there may be instances where the ordina"
CASE/1943/RPC/60/87,(1943) 60 RPC 87,reported,1943,RPC,,60,87,2,,,,,TMM/Part26/6/6/1~1,TMM/Part26/6,Part26,Part 26 Section 44 and Regulation 4.15A - Conflict with Other Signs,26.6. Factors to consider when comparing trade marks,Part 26 Section 44 and Regulation 4.15A - Conflict with Other Signs > 26.6. Factors to consider when comparing trade marks > 6.1 Sound as well as appearance to be considered,2,1158,1,https://manuals.ipaustralia.gov.au/trademark/6.-factors-to-consider-when-comparing-trade-marks,"tion. This highlights the importance of the beginnings of the words being compared. In this regard see also: Aristoc Limited v Rysta Limited(1943) 60 RPC 87 (Rysta), where the words RYSTA and ARISTOC were held not to be deceptively similar; Enoch’s Application (1947) 64 RPC 119 (‘Cyllin’)where i"
CASE/1943/RPC/60/87,(1943) 60 RPC 87,reported,1943,RPC,,60,87,2,,,,,TMM/Part26/6/6/2,TMM/Part26/6,Part26,Part 26 Section 44 and Regulation 4.15A - Conflict with Other Signs,26.6. Factors to consider when comparing trade marks,Part 26 Section 44 and Regulation 4.15A - Conflict with Other Signs > 26.6. Factors to consider when comparing trade marks > 6.2 Imperfect recollection,4,188,1,https://manuals.ipaustralia.gov.au/trademark/6.-factors-to-consider-when-comparing-trade-marks,"ly similar, the House of Lords in the “ Rysta” case discussed the doctrine of imperfect recollection and the importance of first impression (1943) 60 RPC 87 at page 108: The answer to the question of whether the sound of one word resembles too nearly the sound of another...must nearly always dep"
CASE/1945/RPC/62/111,(1945) 62 RPC 111,reported,1945,RPC,,62,111,1,,,,,TMM/Part34/6/6/1~1,TMM/Part34/6,Part34,Part 34 Defensive Trade Marks,Part 34.6. Grounds for rejecting a defensive application under section 187,Part 34 Defensive Trade Marks > Part 34.6. Grounds for rejecting a defensive application under section 187 > 6.1 Practice under the Trade Marks Act 1955,2,220,1,https://manuals.ipaustralia.gov.au/trademark/6.-grounds-for-rejecting-a-defensive-application-under-section-187,"Act 1955. Early decisions of the (Australian) Registrar relied heavily on principles stated by Justice Evershed in Ferodo Ltd’s Application (1945) 62 RPC 111, particularly his view that the “connection in the course of trade” necessary for defensive registration was more readily demonstrated if t"
CASE/1945/HCA/12,[1945] HCA 12,neutral,1945,HCA,12,,,1,,,70 CLR 84,,TMM/Part26/4#1,TMM/Part26/4,Part26,Part 26 Section 44 and Regulation 4.15A - Conflict with Other Signs,26.4. Similarity of goods and services,Part 26 Section 44 and Regulation 4.15A - Conflict with Other Signs > 26.4. Similarity of goods and services,1,1388,1,https://manuals.ipaustralia.gov.au/trademark/4.-similarity-of-goods-and-services," the scope of a given registration: Re Australian Wine Importers Ltd (1889) 41 Ch D 278 at 291; Reckitt & Coleman (Australia) Ltd v Boden35 [1945] HCA 12; 70 CLR 84 at 90; Nikken Wellness Pty Ltd v van Voorst [2003] FCA 816 at [43] – [44]. The question is whether, from a business and commerci"
CASE/1946/RPC/63/59,(1946) 63 RPC 59,reported,1946,RPC,,63,59,1,,,,,TMM/Part26/4/4/1,TMM/Part26/4,Part26,Part 26 Section 44 and Regulation 4.15A - Conflict with Other Signs,26.4. Similarity of goods and services,Part 26 Section 44 and Regulation 4.15A - Conflict with Other Signs > 26.4. Similarity of goods and services > 4.1 Comparison of goods,2,323,1,https://manuals.ipaustralia.gov.au/trademark/4.-similarity-of-goods-and-services,"fore the same tests as those applied under section 33(1) of the repealed Act hold under the Trade Marks Act 1995. In Jellinek's Application (1946) 63 RPC 59 (Jellinek), Romer J. set out the following matters for enquiry in assessing whether goods are of the same description: the nature of the go"
CASE/1946/RPC/63/97,(1946) 63 RPC 97,reported,1946,RPC,,63,97,1,,,,,TMM/Part26/4/4/4,TMM/Part26/4,Part26,Part 26 Section 44 and Regulation 4.15A - Conflict with Other Signs,26.4. Similarity of goods and services,Part 26 Section 44 and Regulation 4.15A - Conflict with Other Signs > 26.4. Similarity of goods and services > 4.4 Notional Use,14,455,1,https://manuals.ipaustralia.gov.au/trademark/4.-similarity-of-goods-and-services,"account what each trade mark is actually used for (where the examiner has knowledge of such facts). In Re Smith Hayden and Co’s Application (1946) 63 RPC 97, Evershed J said at 101: Assuming a use by the proprietor of each of the cited trade marks in a normal and fair manner in respect of any of"
CASE/1946/CLR/72/175,(1946) 72 CLR 175,reported,1946,CLR,,72,175,2,,,[1946] HCA 15,CASE/1946/HCA/15,TMM/Part22/11#1~1,TMM/Part22/11,Part22,Part 22 Section 41 - Capable of Distinguishing,22.11. Words in languages other than English,Part 22 Section 41 - Capable of Distinguishing > 22.11. Words in languages other than English,1,2078,1,https://manuals.ipaustralia.gov.au/trademark/11.-words-in-languages-other-than-english,", or at any rate any obvious meaning, to ordinary Englishmen."" 47. In Howard Auto-Cultivators Ltd v Webb Industries Pty Ltd [3] (""Howard"") [(1946) 72 CLR 175; [1946] HCA 15], Dixon J stated what was required for a word to qualify as an invented word. Citing Lord Macnaghten in the Solio Case, his "
CASE/1946/CLR/72/175,(1946) 72 CLR 175,reported,1946,CLR,,72,175,2,,,[1946] HCA 15,CASE/1946/HCA/15,TMM/Part22/11#1~2,TMM/Part22/11,Part22,Part 22 Section 41 - Capable of Distinguishing,22.11. Words in languages other than English,Part 22 Section 41 - Capable of Distinguishing > 22.11. Words in languages other than English,2,828,1,https://manuals.ipaustralia.gov.au/trademark/11.-words-in-languages-other-than-english,"ase”), [2] Philippart v William Whiteley Ltd [1908] 2 Ch 274 (""the Diabolo Case"") [3] Howard Auto-Cultivators Ltd v Webb Industries Pty Ltd (1946) 72 CLR 175; [1946] HCA 15 (""Howard""), It must therefore be determined whether the non-English language trade mark conveys a meaning to those who will "
CASE/1946/HCA/15,[1946] HCA 15,neutral,1946,HCA,15,,,2,,,(1946) 72 CLR 175,CASE/1946/CLR/72/175,TMM/Part22/11#1~1,TMM/Part22/11,Part22,Part 22 Section 41 - Capable of Distinguishing,22.11. Words in languages other than English,Part 22 Section 41 - Capable of Distinguishing > 22.11. Words in languages other than English,1,2097,1,https://manuals.ipaustralia.gov.au/trademark/11.-words-in-languages-other-than-english,"y obvious meaning, to ordinary Englishmen."" 47. In Howard Auto-Cultivators Ltd v Webb Industries Pty Ltd [3] (""Howard"") [(1946) 72 CLR 175; [1946] HCA 15], Dixon J stated what was required for a word to qualify as an invented word. Citing Lord Macnaghten in the Solio Case, his Honour said tha"
CASE/1946/HCA/15,[1946] HCA 15,neutral,1946,HCA,15,,,2,,,(1946) 72 CLR 175,CASE/1946/CLR/72/175,TMM/Part22/11#1~2,TMM/Part22/11,Part22,Part 22 Section 41 - Capable of Distinguishing,22.11. Words in languages other than English,Part 22 Section 41 - Capable of Distinguishing > 22.11. Words in languages other than English,2,847,1,https://manuals.ipaustralia.gov.au/trademark/11.-words-in-languages-other-than-english,"rt v William Whiteley Ltd [1908] 2 Ch 274 (""the Diabolo Case"") [3] Howard Auto-Cultivators Ltd v Webb Industries Pty Ltd (1946) 72 CLR 175; [1946] HCA 15 (""Howard""), It must therefore be determined whether the non-English language trade mark conveys a meaning to those who will be concerned wi"
CASE/1947/RPC/64/119,(1947) 64 RPC 119,reported,1947,RPC,,64,119,1,,,,,TMM/Part26/6/6/1~1,TMM/Part26/6,Part26,Part 26 Section 44 and Regulation 4.15A - Conflict with Other Signs,26.6. Factors to consider when comparing trade marks,Part 26 Section 44 and Regulation 4.15A - Conflict with Other Signs > 26.6. Factors to consider when comparing trade marks > 6.1 Sound as well as appearance to be considered,2,1279,1,https://manuals.ipaustralia.gov.au/trademark/6.-factors-to-consider-when-comparing-trade-marks,"ted v Rysta Limited(1943) 60 RPC 87 (Rysta), where the words RYSTA and ARISTOC were held not to be deceptively similar; Enoch’s Application (1947) 64 RPC 119 (‘Cyllin’)where it was held VIVICILLIN and CYLLIN were not deceptively similar; Bayer’s Application (1947) 64 RPC 125 where DIASIL and ALAS"
CASE/1947/RPC/64/125,(1947) 64 RPC 125,reported,1947,RPC,,64,125,2,,,,,TMM/Part26/6/6/10,TMM/Part26/6,Part26,Part 26 Section 44 and Regulation 4.15A - Conflict with Other Signs,26.6. Factors to consider when comparing trade marks,Part 26 Section 44 and Regulation 4.15A - Conflict with Other Signs > 26.6. Factors to consider when comparing trade marks > 6.10 Type of goods and services,21,1086,1,https://manuals.ipaustralia.gov.au/trademark/6.-factors-to-consider-when-comparing-trade-marks,", or are covered by other regulations such as Health or Food and Drugs Acts. In such cases the principles considered in Bayer’s Application (1947) 64 RPC 125, may be applicable. In that case the marks under comparison were ""Diasil"" in respect of 'sulphadiazine' a pharmaceutical preparation availa"
CASE/1947/RPC/64/125,(1947) 64 RPC 125,reported,1947,RPC,,64,125,2,,,,,TMM/Part26/6/6/1~1,TMM/Part26/6,Part26,Part 26 Section 44 and Regulation 4.15A - Conflict with Other Signs,26.6. Factors to consider when comparing trade marks,Part 26 Section 44 and Regulation 4.15A - Conflict with Other Signs > 26.6. Factors to consider when comparing trade marks > 6.1 Sound as well as appearance to be considered,2,1397,1,https://manuals.ipaustralia.gov.au/trademark/6.-factors-to-consider-when-comparing-trade-marks,; Enoch’s Application (1947) 64 RPC 119 (‘Cyllin’)where it was held VIVICILLIN and CYLLIN were not deceptively similar; Bayer’s Application (1947) 64 RPC 125 where DIASIL and ALASIL were held to be not deceptively similar; Magdalena Securities (1931) 48 RPC 477 (Ucolite)where it was held UCOLITE 
CASE/1947/RPC/64/27,(1947) 64 RPC 27,reported,1947,RPC,,64,27,1,,,,,TMM/Part30/2/2/2,TMM/Part30/2,Part30,Part 30 Signs that are Scandalous and Use Contrary to Law,30.2. Scandalous signs,Part 30 Signs that are Scandalous and Use Contrary to Law > 30.2. Scandalous signs > 2.2,3,191,1,https://manuals.ipaustralia.gov.au/trademark/2.-scandalous-signs,"tters with very little support from the courts or other decision makers. Justice Evershed stated in La Marquise Footwear, Inc’s Application (1947) 64 RPC 27 at 30: I must wholeheartedly accept the proposition that it is the duty of the Registrar (and it is my hope that he will always fearlessly "
CASE/1947/CLR/75/203,(1947) 75 CLR 203,reported,1947,CLR,,75,203,1,,,,,TMM/Part46/4/4/1,TMM/Part46/4,Part46,Part 46 Grounds for Opposition to Registration or Protection,Part 46.4. Grounds for opposition to registration of national trade marks,Part 46 Grounds for Opposition to Registration or Protection > Part 46.4. Grounds for opposition to registration of national trade marks > 4.1 Registration may be opposed on the ground that the applicant is not the owner of the trade mark - section 58,2,376,1,https://manuals.ipaustralia.gov.au/trademark/4.-grounds-for-opposition-to-registration-of-national-trade-marks," or services is taken to be the first person to use it in Australia in the course of trade in those goods or services (Seven Up Co v OT Ltd (1947) 75 CLR 203). If there has been no use, the first person to apply to register a trade mark will, in most cases, be entitled to claim to be the owner (S"
CASE/1948/RPC/65/369,(1948) 65 RPC 369,reported,1948,RPC,,65,369,1,,,,,TMM/Part26/4/4/1,TMM/Part26/4,Part26,Part 26 Section 44 and Regulation 4.15A - Conflict with Other Signs,26.4. Similarity of goods and services,Part 26 Section 44 and Regulation 4.15A - Conflict with Other Signs > 26.4. Similarity of goods and services > 4.1 Comparison of goods,2,1507,1,https://manuals.ipaustralia.gov.au/trademark/4.-similarity-of-goods-and-services,"to be considered when determining whether goods are of the same description was confirmed in John Crowther & Sons (Milnsbridge) Ltd's Appln (1948) 65 RPC 369 at 372, and later by the High Court in Southern Cross Refrigerating Co v Toowoomba Foundry Pty Ltd [1954] HCA 82 (at [5])."
CASE/1948/CLR/78/601,(1948) 78 CLR 601,reported,1948,CLR,,78,601,1,,,,,TMM/Part46/4/4/1,TMM/Part46/4,Part46,Part 46 Grounds for Opposition to Registration or Protection,Part 46.4. Grounds for opposition to registration of national trade marks,Part 46 Grounds for Opposition to Registration or Protection > Part 46.4. Grounds for opposition to registration of national trade marks > 4.1 Registration may be opposed on the ground that the applicant is not the owner of the trade mark - section 58,2,571,1,https://manuals.ipaustralia.gov.au/trademark/4.-grounds-for-opposition-to-registration-of-national-trade-marks," person to apply to register a trade mark will, in most cases, be entitled to claim to be the owner (Shell Co (Aust) Ltd v Rohm and Haas Co (1948) 78 CLR 601). The Registrar takes at face value the claim by a person applying for registration to be the owner of the trade mark in respect of the spe"
CASE/1949/RPC/66/110,(1949) 66 RPC 110,reported,1949,RPC,,66,110,3,,,,,TMM/Part26/6/6/4~2,TMM/Part26/6,Part26,Part 26 Section 44 and Regulation 4.15A - Conflict with Other Signs,26.6. Factors to consider when comparing trade marks,Part 26 Section 44 and Regulation 4.15A - Conflict with Other Signs > 26.6. Factors to consider when comparing trade marks > 6.4 Trade marks that share the same or similar element,8,1857,1,https://manuals.ipaustralia.gov.au/trademark/6.-factors-to-consider-when-comparing-trade-marks,rk even though the differences between them would be readily apparent to consumers: In the Matter of John Fitton & Co Limited’s Application (1949) 66 RPC 110 (JESTS and EASYJEST) and Caterpillar Inc v Puma SE [2021] FCA 1014 (CAT and PROCAT). Examiners should carefully consider whether the additi
CASE/1949/RPC/66/110,(1949) 66 RPC 110,reported,1949,RPC,,66,110,3,,,,,TMM/Part28/2#1,TMM/Part28/2,Part28,"Part 28 Honest Concurrent Use, Prior Use or Other Circumstances",28.2. Honest concurrent use - para 44(3)(a),"Part 28 Honest Concurrent Use, Prior Use or Other Circumstances > 28.2. Honest concurrent use - para 44(3)(a)",1,1156,1,https://manuals.ipaustralia.gov.au/trademark/2.-honest-concurrent-use---paragraph-443a," Act) were set out by Lord Tomlin in Pirie’s Application (1933) 50 RPC 147. In John Fitton & Company Limited's application for a trade mark (1949) 66 RPC 110 the Assistant Comptroller refined those criteria to a list of five, namely: the honesty or otherwise of the concurrent use the degree of co"
CASE/1949/RPC/66/110,(1949) 66 RPC 110,reported,1949,RPC,,66,110,3,,,,,TMM/Part28/3/3/4~1,TMM/Part28/3,Part28,"Part 28 Honest Concurrent Use, Prior Use or Other Circumstances",28.3. Examining evidence of honest concurrent use - the five criteria,"Part 28 Honest Concurrent Use, Prior Use or Other Circumstances > 28.3. Examining evidence of honest concurrent use - the five criteria > 3.2 The degree of confusion that is likely between the trade marks in question > 3.4 The extent of use in duration, area and volume",13,1977,1,https://manuals.ipaustralia.gov.au/trademark/3.-examining-evidence-of-honest-concurrent-use---the-five-criteria,"nt. In Re Alex Pirie & Sons Ltd’s Application (1932) 49 RPC 195, 6 years use was demonstrated, and in Re John Fitton & Co Ltd’s Application (1949) 66 RPC 110, the application was allowed based on use over 20 years. However, in Foodland Associated Limited v John Weeks Pty Ltd (1988) AIPC 90-466 it"
CASE/1949/RPC/66/71,(1949) 66 RPC 71,reported,1949,RPC,,66,71,1,,,,,TMM/Part48/10#1~1,TMM/Part48/10,Part48,Part 48 Removal of a Trade Mark from the Register for Non-use,Part 48.10. Circumstances that were an obstacle to the use of a trade mark,Part 48 Removal of a Trade Mark from the Register for Non-use > Part 48.10. Circumstances that were an obstacle to the use of a trade mark,1,1320,1,https://manuals.ipaustralia.gov.au/trademark/10.-circumstances-that-were-an-obstacle-to-the-use-of-a-trade-mark," personally or whether they should affect the whole of the particular trade. In the case of Aktiebolaget Manus v R.J. Fulwood and Bland Ltd (1949) 66 RPC 71, Lord Evershed rejected the proposition put by Sargant J in James Crean & Sons Ltd’s Trade Mark, 38 RPC 155, that in order to get within su"
CASE/1950/RPC/67/113,(1950) 67 RPC 113,reported,1950,RPC,,67,113,1,,,,,TMM/Part26/6/6/2,TMM/Part26/6,Part26,Part 26 Section 44 and Regulation 4.15A - Conflict with Other Signs,26.6. Factors to consider when comparing trade marks,Part 26 Section 44 and Regulation 4.15A - Conflict with Other Signs > 26.6. Factors to consider when comparing trade marks > 6.2 Imperfect recollection,4,1539,1,https://manuals.ipaustralia.gov.au/trademark/6.-factors-to-consider-when-comparing-trade-marks,"ossibilities of bad elocution, careless hearing or defective memory ought to be assumed. In this regard see also: Broadhead’s Application , (1950) 67 RPC 113 (‘Alkaseltzer’) where it was held that ALKA-SELTZER and ALKA-VESCENT were similar when used in relation to seltzer water; and In-N-Out Burg"
CASE/1951/RPC/68/103,(1951) 68 RPC 103,reported,1951,RPC,,68,103,2,,,,,TMM/Part22/10#1,TMM/Part22/10,Part22,Part 22 Section 41 - Capable of Distinguishing,"22.10. Phonetic equivalents, misspellings and combinations of known words","Part 22 Section 41 - Capable of Distinguishing > 22.10. Phonetic equivalents, misspellings and combinations of known words",1,1301,1,https://manuals.ipaustralia.gov.au/trademark/10.-phonetic-equivalents-misspellings-and-combinations-of-known-words,ames Stedman Henderson Sweets Ltd (1927) 40 CLR 43 (‘Minties’)). Combinations of two or more known words (see De Cordova v Vick Chemical Co (1951) 68 RPC 103 (‘Vapo-Rub’)).
CASE/1951/RPC/68/103,(1951) 68 RPC 103,reported,1951,RPC,,68,103,2,,,,,TMM/Part26/6/6/3~2,TMM/Part26/6,Part26,Part 26 Section 44 and Regulation 4.15A - Conflict with Other Signs,26.6. Factors to consider when comparing trade marks,Part 26 Section 44 and Regulation 4.15A - Conflict with Other Signs > 26.6. Factors to consider when comparing trade marks > 6.3 The 'idea' of the trade mark,6,510,1,https://manuals.ipaustralia.gov.au/trademark/6.-factors-to-consider-when-comparing-trade-marks," and the similar impression created by them. DIAL-AN-ANGEL versus GUARDIAN ANGEL See also: De Cordova v Vick Chemical Co,. (“VapoRub” case) (1951) 68 RPC 103 in which VAPORUB was held to be similar to KARSOTE VAPOUR RUB; Rainmaster where RAINMASTER was held to be sufficiently different to RAIN KI"
CASE/1951/RPC/68/221,(1951) 68 RPC 221,reported,1951,RPC,,68,221,1,,,,,TMM/Part19A/3/3/2~1,TMM/Part19A/3,Part19A,Part 19A Use of a Trade Mark,19A.3. Use 'in the course of trade',Part 19A Use of a Trade Mark > 19A.3. Use 'in the course of trade' > 3.2 Offering for sale of goods and/or services,3,1262,1,https://manuals.ipaustralia.gov.au/trademark/3.-use-in-the-course-of-trade,"ble for sale does not constitute use within the meaning of the Act (see the decision of the British Registrar in Radford & Co's Application (1951) 68 RPC 221 and John Toh v Paris Croissant Co. Ltd [2010] ATMO 34). However, it is important to note that while advertising by itself will not constitu"
CASE/1951/HCA/28,[1951] HCA 28,neutral,1951,HCA,28,,,1,,,,,TMM/Part19A/4/4/1,TMM/Part19A/4,Part19A,Part 19A Use of a Trade Mark,19A.4. Australian Use,Part 19A Use of a Trade Mark > 19A.4. Australian Use > 4.1 Goods sold or offered for sale but not present in Australia,2,78,1,https://manuals.ipaustralia.gov.au/trademark/4.-australian-use,"In the Re Registered Trade Mark ""Yanx""; Ex parte Amalgamated Tobacco Corp Ltd [1951] HCA 28, it was held that a trade mark is used in Australia if the goods are offered for sale in Australia but at the time they are offered for sal"
CASE/1952/HCA/15,[1952] HCA 15,neutral,1952,HCA,15,,,2,,,,,TMM/Part26/6/6/3~1,TMM/Part26/6,Part26,Part 26 Section 44 and Regulation 4.15A - Conflict with Other Signs,26.6. Factors to consider when comparing trade marks,Part 26 Section 44 and Regulation 4.15A - Conflict with Other Signs > 26.6. Factors to consider when comparing trade marks > 6.3 The 'idea' of the trade mark,5,1436,1,https://manuals.ipaustralia.gov.au/trademark/6.-factors-to-consider-when-comparing-trade-marks,"(2015) FCAFC 156 (Yellow), which includes references to both the Sports Café and Cooper Engineering Company Pty Ltd v Sigmund Pumps Limited [1952] HCA 15 (Rainmaster) decisions – see 210 and 211. In Yellow at the court said at [212]: The takeaway from this case is that the commonality of idea"
